QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20173,03570583,18,0,1,280,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03570713,9,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03571623,2,0,1,300,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03572563,29,0,1,,A,,A,564,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03572773,1,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03574753,11,0,1,200,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03575553,1,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03575813,3,0,1,175,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03575913,9,0,1,,A,,A,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03576023,8,0,1,130,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03576793,1,0,1,310,D,,H,,A,310,D,300,D,,A,,A,,A,,A,,A,,A,,A
20173,03576793,1,1,1,220,D,12,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03576793,1,2,1,300,D,88,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03588733,6,0,1,280,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03589683,6,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03589903,7,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03590043,6,0,1,160,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03590703,12,0,1,140,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03591733,6,0,1,130,D,685,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03591893,19,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03592103,4,0,1,280,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03593613,10,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03594003,3,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03594623,2,0,1,160,D,120,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03594933,1,0,1,235,D,4500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03595243,7,0,1,300,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03596363,4,0,1,210,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03597933,5,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03601923,13,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03602263,9,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03602453,6,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03603533,20,0,1,140,D,100,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03604883,14,0,1,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03605783,8,0,1,140,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03606383,16,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03606673,3,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03606833,3,0,1,190,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03607363,15,0,1,,A,,A,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03640062,6,0,1,,A,,A,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03641242,2,0,1,175,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03641492,1,0,1,,A,,A,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03641682,2,0,1,300,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03641872,35,0,1,300,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03642252,3,0,1,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03642502,11,0,1,140,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03643802,5,0,1,130,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03644342,3,0,1,175,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03645262,8,0,1,300,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03647462,6,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03647912,1,0,1,,A,,A,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03648562,4,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03648942,13,0,1,210,D,283,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03649172,5,0,1,175,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03650022,9,0,1,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03651652,3,0,1,190,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03652222,8,0,1,300,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03652982,9,0,1,160,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03653842,4,0,1,,A,,A,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03654602,12,0,1,210,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03655372,9,0,1,130,D,223,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03655602,7,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03656332,10,0,1,270,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03656882,3,0,1,300,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03657922,16,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03658102,10,0,1,290,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03659113,17,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03660012,18,0,1,175,D,200,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03660132,10,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03660282,8,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03660642,6,0,1,175,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03662142,2,0,1,175,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03662352,14,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03663342,16,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03663622,2,0,1,175,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03664332,2,0,1,220,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03664402,6,0,1,280,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03666322,8,0,1,130,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03666872,2,0,1,300,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03668492,9,0,1,130,D,10583,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03668922,3,0,1,175,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03669052,3,0,1,220,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03670752,14,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03670812,3,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03692353,6,0,1,140,D,280,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03692353,995,0,1,300,D,520,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03692731,8,0,1,300,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03693761,1,0,1,110,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03694091,16,0,1,140,D,425,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03694291,15,0,1,160,D,105,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03694971,3,0,1,140,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03694991,6,0,1,,A,,A,460,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03695101,1,0,1,280,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03695241,11,0,1,140,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03696431,23,0,1,130,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03697551,16,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03698271,5,0,1,175,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03698651,2,0,1,210,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699011,4,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699701,15,0,1,175,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03700402,7,0,1,150,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03701941,7,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03713101,6,0,1,140,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03713301,14,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03713941,6,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03714371,12,0,1,300,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03714691,6,0,1,175,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03715101,2,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03715331,3,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03715741,1,0,1,130,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03716721,2,0,1,,A,,A,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03717281,13,0,1,175,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03717641,8,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03718051,2,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03719651,4,0,1,175,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03719721,1,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03719821,10,0,1,,A,,A,80,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03720721,9,0,1,140,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03720931,1,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03721011,4,0,1,200,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03721341,2,0,1,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03721831,6,0,1,175,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03721861,7,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03722561,12,0,1,140,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03723321,5,0,1,140,D,60,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03723751,20,0,1,160,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03734211,5,0,1,120,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03734871,6,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03735211,9,0,1,175,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03735671,6,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03737121,7,0,1,270,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03737321,6,0,1,300,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03737771,2,0,1,300,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03738671,5,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03738881,14,0,1,300,D,2000,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03739351,21,0,1,140,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03739821,3,0,1,300,D,600,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03740731,30,0,1,175,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03741511,12,0,1,160,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03743881,7,0,1,175,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03744501,7,0,1,300,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03567484,14,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03568404,3,0,1,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03568774,8,0,1,,A,,A,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03569014,13,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03569724,2,0,1,130,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03571084,6,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03573134,7,0,1,,A,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03573654,4,0,1,300,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03573764,16,0,1,175,D,150,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03575814,3,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03575924,18,0,1,,A,,A,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03576034,9,0,1,300,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03576864,5,0,1,130,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03587934,10,0,1,175,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03588664,13,0,1,235,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03590974,2,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03591144,20,0,1,175,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03591154,10,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03591424,10,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03591974,4,0,1,300,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03592624,15,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03593674,7,0,1,260,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03594114,7,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03594294,995,0,1,190,D,735,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03594294,12,0,1,175,D,765,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03595584,5,0,1,190,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03596324,7,0,1,130,D,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03596964,3,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03597074,7,0,1,200,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03597414,20,0,1,175,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03598314,2,0,1,,A,,A,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599154,3,0,1,300,D,645,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599644,6,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03600344,8,0,1,175,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03601924,9,0,1,,A,,A,215,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03602014,8,0,1,300,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03602534,7,0,1,300,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03602794,5,0,1,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604544,6,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604924,5,0,1,210,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605224,8,0,1,300,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607914,9,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03608054,9,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03641283,13,0,1,300,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03641493,4,0,1,,A,,A,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03642253,6,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03643803,7,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03644383,8,0,1,260,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03645843,8,0,1,260,D,4500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03646383,7,0,1,,A,,A,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03647933,6,0,1,200,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03649773,8,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03652833,5,0,1,130,D,2800,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03653633,7,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654283,8,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654533,13,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03655783,7,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03656033,9,0,1,200,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03656143,9,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03656333,5,0,1,270,D,64,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03657923,19,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03659513,11,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03660643,5,0,1,175,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03662323,14,0,1,280,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03663543,9,0,1,130,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03664133,10,0,1,280,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03664873,3,0,1,175,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03666203,24,0,1,300,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03666693,3,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03667883,14,0,1,235,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03668053,8,0,1,235,D,1000,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670093,3,0,1,300,D,936,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03695972,3,0,1,300,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03697552,13,0,1,120,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03697672,10,0,1,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03698272,10,0,1,100,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03698352,11,0,1,235,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03699702,13,0,1,175,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03699842,8,0,1,260,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03700482,5,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03700692,11,0,1,175,D,400,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03701022,5,0,1,110,D,374,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03702222,5,0,1,300,D,5,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03702382,7,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713552,7,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713832,6,2,1,300,D,454,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713832,6,1,1,210,D,46,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713832,6,0,1,310,D,,H,,A,210,D,300,D,,A,,A,,A,,A,,A,,A,,A
20174,03713912,1,0,1,150,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03714282,4,0,1,210,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03715402,8,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03716472,5,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03717062,34,0,1,300,D,189,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03717102,17,0,1,140,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03717322,6,3,1,300,D,30,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03717322,6,2,1,175,D,71,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03717322,6,1,1,130,D,109,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03717322,6,0,1,310,D,,H,,A,310,D,300,D,,A,,A,,A,,A,,A,,A,,A
20174,03717642,4,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03718142,6,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03718922,3,0,1,130,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03719542,10,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720722,11,2,1,140,D,19,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720722,11,1,1,300,D,26,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720722,11,0,1,310,D,,H,,A,300,D,140,D,,A,,A,,A,,A,,A,,A,,A
20174,03721012,6,0,1,210,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03721572,4,0,1,200,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03721702,10,0,1,240,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03722562,1,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03723322,6,0,1,210,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03723652,10,0,1,175,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03736282,5,0,1,130,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03739922,8,0,1,120,D,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03740002,10,0,1,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03740752,11,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03740762,9,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03742222,2,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03742452,4,0,1,,A,,A,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03744682,8,0,1,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03755214,4,0,1,175,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03755221,2,0,1,,A,,A,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03756171,22,0,1,300,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03757901,3,0,1,140,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03760061,12,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03760871,5,0,1,235,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03761641,8,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03764661,8,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03764711,8,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03765541,17,0,1,300,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03776291,4,0,1,235,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
